periodo,barra_de,barra_para,fluxo
12,19,20,-42.401201181194466
12,20,23,169.23743606880558
12,21,22,15.793135724296466
13,1,2,-42.52221628973325
13,1,3,-96.2478966596263
13,1,5,-36.321258700639945
13,2,4,-39.67362205659152
13,2,6,-24.94910448314173
13,3,9,69.78043305312683
13,3,24,-188.1288399627532
13,4,9,-61.77413230659151
13,5,10,-58.421768950640015
13,6,10,-47.04961473314177
13,7,8,-22.100510249999985
13,8,9,-33.59625732039793
13,8,10,-10.604763179602054
13,9,11,-26.779768168806804
13,9,12,-20.91069865505605
13,10,11,-72.0228633135672
13,10,12,-66.15379379981644
13,11,13,-19.69447629167869
13,11,14,-101.2086654406952
13,12,13,-30.039327808562902
13,12,23,-79.12567489630959
13,13,23,-71.8343143502418
13,14,16,-123.30917569069496
13,15,16,158.1613589032945
13,15,21,59.911888033952984
13,15,24,-194.1737571872468
13,16,17,28.49015296604748
13,16,19,-15.738480003448828
13,17,18,0.8436540518883859
13,17,22,5.545988664159834
13,18,21,-21.256856198112917
13,19,20,-37.838990253448614
13,20,23,173.06049949655147
13,21,22,16.554521585840156
14,1,2,-45.38237410993666
14,1,3,-99.7044934836148
14,1,5,-38.299850856448046
14,2,4,-41.50254956525903
14,2,6,-26.166177594677606
14,3,9,71.8780822898373
14,3,24,-193.86892882345214
14,4,9,-63.788902615259005
14,5,10,-60.586203906448084
14,6,10,-48.452530644677644
14,7,8,-22.286353049999985
14,8,9,-34.151883119471776
14,8,10,-10.4208229805282
14,9,11,-27.361291753405894
14,9,12,-20.987764741487847
14,10,11,-74.05971879678592
14,10,12,-67.68619178486786
14,11,13,-19.54385266056675
14,11,14,-104.16351093962494
14,12,13,-30.77786350720382
14,12,23,-80.1824460691519
14,13,23,-72.60806921777078
14,14,16,-126.44986398962469
14,15,16,163.47496428248343
14,15,21,61.056239394065145
14,15,24,-200.81755672654785
14,16,17,28.089172805935345
14,16,19,-13.350425563077508
14,17,18,0.3311617008321157
14,17,22,5.471658055103977
14,18,21,-21.955191349169226
14,19,20,-35.63677861307727
14,20,23,175.07686833692273
14,21,22,16.81469499489601
15,1,2,-47.65606048413652
15,1,3,-104.38710840156395
15,1,5,-39.927691794299065
15,2,4,-43.33379517975088
15,2,6,-27.222638744385648
15,3,9,75.84254553393446
15,3,24,-203.13002737549846
15,4,9,-66.23416861975083
15,5,10,-62.828065234299096
15,6,10,-50.12301218438569
15,7,8,-22.900373439999985
15,8,9,-35.31614042687227
15,8,10,-10.484606453127713
15,9,11,-27.88218943195534
15,9,12,-20.725947520733584
15,10,11,-76.74614961151703
15,10,12,-69.58990770029526
15,11,13,-19.060029600512316
15,11,14,-108.46868288295992
15,12,13,-31.67365767512377
15,12,23,-81.54257098590509
15,13,23,-73.63406071563631
15,14,16,-131.36905632295966
15,15,16,173.17477712340983
15,15,21,63.57389842109241
15,15,24,-213.64904898450146
15,16,17,28.027595338908085
15,16,19,-9.122247978458859
15,17,18,-0.3374111360582752
15,17,22,5.46463303496715
15,18,21,-23.23778457605968
15,19,20,-32.02262141845863
15,20,23,178.07700514154146
15,21,22,17.435740405032835
16,1,2,-49.26859998860152
16,1,3,-108.44676714671142
16,1,5,-41.10316728468655
16,2,4,-44.776607480838095
16,2,6,-28.00585836776346
16,3,9,79.53113805274607
16,3,24,-211.49177105945753
16,4,9,-68.29047334083808
16,5,10,-64.61703314468659
16,6,10,-51.51972422776349
16,7,8,-23.513865859999985
16,8,9,-36.41771241020237
16,8,10,-10.610019309797616
16,9,11,-28.273997410712923
16,9,12,-20.416916147581716
16,10,11,-79.05886190268937
16,10,12,-71.20178063955815
16,11,13,-18.577893321578326
16,11,14,-112.26883185182382
16,12,13,-32.42682437150918
16,12,23,-82.7057382756307
16,13,23,-74.51858355308775
16,14,16,-135.78269771182354
16,15,16,182.14459350578787
16,15,21,65.97335291475537
16,15,24,-225.63181228054253
16,16,17,28.08211052524515
16,16,19,-5.234080591281824
16,17,18,-0.9112831676658075
16,17,22,5.479527832911777
16,18,21,-24.425149027667274
16,19,20,-28.747946451281578
16,20,23,180.73818768871854
16,21,22,18.034338027088204
17,1,2,-51.48318152640945
17,1,3,-112.99721222324335
17,1,5,-42.68839557034684
17,2,4,-46.55821260519423
17,2,6,-29.034376481215197
17,3,9,83.38014495901801
17,3,24,-220.48676474226144
17,4,9,-70.6676201651942
17,5,10,-66.79780313034688
17,6,10,-53.14378404121524
17,7,8,-24.109407559999987
17,8,9,-37.547804075208695
17,8,10,-10.671011044791296
17,9,11,-28.781037853326577
17,9,12,-20.16364898805857
17,10,11,-81.66969732081063
17,10,12,-73.05230845554262
17,11,13,-18.108612748383962
17,11,14,-116.4515299857531
17,12,13,-33.29766581132485
17,12,23,-84.02769919227632
17,13,23,-75.51568611970906
17,14,16,-140.5609375457528
17,15,16,191.56269853051296
17,15,21,68.41688480722648
17,15,24,-238.08899089773877
17,16,17,28.020745432774053
17,16,19,-1.1283920080148988
17,17,18,-1.5610664994687085
17,17,22,5.472404372243614
17,18,21,-25.670474059470244
17,19,20,-25.237799568014637
17,20,23,183.65279287198547
17,21,22,18.637003187756363
18,1,2,-51.755752540382275
18,1,3,-115.57967353368132
18,1,5,-42.94095040593588
18,2,4,-47.17191507718864
18,2,6,-29.253941203193683
18,3,9,86.25481595277235
18,3,24,-226.50459322645375
18,4,9,-71.8420188171886
18,5,10,-67.61105414593592
18,6,10,-53.924044943193714
18,7,8,-24.670103739999984
18,8,9,-38.44217388399108
18,8,10,-10.898033596008897
18,9,11,-28.904713129026675
18,9,12,-19.794767359380934
18,10,11,-83.10659109739208
18,10,12,-73.99664532774631
18,11,13,-17.670284011066986
18,11,14,-119.01112395535161
18,12,13,-33.72752035714424
18,12,23,-84.733996069983
18,13,23,-76.06790810821148
18,14,16,-143.68122769535134
18,15,16,198.44556639769536
18,15,21,70.39839539585168
18,15,24,-247.51406553354627
18,16,17,28.282019564148847
18,16,19,1.8122153981941977
18,17,18,-1.9140333530723517
18,17,22,5.525949177222078
18,18,21,-26.58413709307392
18,19,20,-22.857888341805563
18,20,23,185.47200791819455
18,21,22,19.144154562777896
19,1,2,-16.873243934255527
19,1,3,-84.42474476981539
19,1,5,-19.122521595928617
19,2,4,-27.011945923917686
19,2,6,-14.916286410337854
19,3,9,73.73288543485901
19,3,24,-183.21261860467445
19,4,9,-52.06693432391764
19,5,10,-44.177509995928645
19,6,10,-39.97127481033791
19,7,8,-25.054988399999985
19,8,9,-35.774447882557
19,8,10,-14.335528917442991
19,9,11,-22.145746460418714
19,9,12,-17.01773871119713
19,10,11,-64.33365493646548
19,10,12,-59.205647187243876
19,11,13,-17.437003063446312
19,11,14,-94.0973867334378
19,12,13,-26.47565537772553
19,12,23,-74.80271892071546
19,13,23,-68.96764684117203
19,14,16,-119.15237513343754
19,15,16,164.77748250841378
19,15,21,65.58516558691063
19,15,24,-209.4176364953237
19,16,17,34.63478801308973
19,16,19,-14.064669038114474
19,17,18,2.851261945014137
19,17,22,6.728537668076461
19,18,21,-22.203726454987173
19,19,20,-39.11965743811429
19,20,23,168.82535416188762
19,21,22,18.32645073192354
20,1,2,17.338001738079512
20,1,3,-53.932940351273345
20,1,5,4.2357500131939645
20,2,4,-7.252328372299189
20,2,6,-0.857462389621304
20,3,9,61.527417538827706
20,3,24,-140.90815039010107
20,4,9,-32.70012087229918
20,5,10,-21.212042486806062
20,6,10,-26.305254889621366
20,7,8,-25.447792499999984
20,8,9,-33.1818077622603
20,8,10,-17.713777237739706
20,9,11,-15.518772800972348
20,9,12,-14.28353079475953
20,10,11,-45.957054560189874
20,10,12,-44.72181255397704
20,11,13,-17.196244419249595
20,11,14,-69.72737544191264
20,12,13,-19.37348820751128
20,12,23,-65.07964764122528
20,13,23,-62.01752512676101
20,14,16,-95.17516794191242
20,15,16,131.93727056891925
20,15,21,60.91741014098038
20,15,24,-172.3024732098989
20,16,17,40.87375985901981
20,16,19,-29.559449732013917
20,17,18,7.516271996703406
20,17,22,7.909695362317278
20,18,21,-17.93152050329766
20,19,20,-55.007242232013745
20,20,23,152.5449652679864
20,21,22,17.538097137682747
21,1,2,85.42753189545853
21,1,3,7.879405873672717
21,1,5,50.75692775086866
21,2,4,32.29409951394864
21,2,6,27.17510014150984
21,3,9,35.89910628195764
21,3,24,-53.978032648284895
21,4,9,6.33576727394864
21,5,10,24.798595510868616
21,6,10,1.2167679015097619
21,7,8,-25.958332239999987
21,8,9,-27.601434028266095
21,8,10,-24.31523045173391
21,9,11,-2.2952253858631746
21,9,12,-9.029667326496579
21,10,11,-8.761878669360954
21,10,12,-15.496320609994353
21,11,13,-16.928864460122004
21,11,14,-20.086571835102312
21,12,13,-5.05870314039214
21,12,23,-45.42561703609878
21,13,23,-47.94589984051418
21,14,16,-46.044904075102124
21,15,16,63.391125372449636
21,15,21,50.69195349926609
21,15,24,-94.04141111171509
21,16,17,53.141375460733755
21,16,19,-61.75348640338721
21,17,18,16.95281471721262
21,17,22,10.230228503522
21,18,21,-9.005517522787933
21,19,20,-87.71181864338709
21,20,23,119.32984911661308
21,21,22,15.728103736478078
22,1,2,161.26528392605238
22,1,3,76.56239257069942
22,1,5,102.75058048324779
22,2,4,76.43037509078464
22,2,6,58.54607207526768
22,3,9,8.025346088615056
22,3,24,42.24820972208444
22,4,9,50.14153833078463
22,5,10,76.46174372324774
22,6,10,32.25723531526758
22,7,8,-26.288836759999985
22,8,9,-21.16770570645762
22,8,10,-31.409967813542394
22,9,11,13.354823188505922
22,9,12,-2.6444812355636222
22,10,11,33.50973944452136
22,10,12,17.510435020451823
22,11,13,-16.82002207639532
22,11,14,37.395747949422216
22,12,13,11.38043257023142
22,12,23,-22.803315545343196
22,13,23,-31.728426266163787
22,14,16,11.106911189422362
22,15,16,-17.46990131791004
22,15,21,38.20542601999497
22,15,24,-15.95937296208424
22,16,17,66.9499210200045
22,16,19,-99.6017479084931
22,17,18,27.820672095421358
22,17,22,12.840412164583988
22,18,21,1.531835335421378
22,19,20,-125.89058466849305
22,20,23,80.82057857150713
22,21,22,13.448424595416142
23,1,2,160.69551261054932
23,1,3,75.68321967119526
23,1,5,102.26876600825499
23,2,4,75.97432607636773
23,2,6,58.22486050418152
23,3,9,8.455355877431298
23,3,24,40.731537763764024
23,4,9,49.47800004636773
23,5,10,75.77243997825495
23,6,10,31.728534474181412
23,7,8,-26.496326029999985
23,8,9,-21.474926374659905
23,8,10,-31.51772568534011
23,9,11,12.81729958700104
23,9,12,-2.8551960678616677
23,10,11,32.5797091959796
23,10,12,16.907213541116903
23,11,13,-16.655553805822958
23,11,14,35.55623655880322
23,12,13,10.968866056424515
23,12,23,-23.41317461316926
23,13,23,-32.18301377939834
23,14,16,9.059910528803371
23,15,16,-13.638353460694205
23,15,21,39.14523956445872
23,15,24,-14.235211733763819
23,16,17,66.84006455554074
23,16,19,-97.9148335174325
23,17,18,27.52251676717077
23,17,22,12.821221758370823
23,18,21,1.0261907371707855
23,19,20,-124.41115954743245
23,20,23,82.09251442256775
23,21,22,13.675104271629305
24,1,2,162.7516456511634
24,1,3,76.92379441968072
24,1,5,103.67462014915547
24,2,4,77.05891613056576
24,2,6,59.05860528059761
24,3,9,8.473597360579447
24,3,24,41.81607281910133
24,4,9,50.424791890565736
24,5,10,77.04049590915544
24,6,10,32.42448104059751
24,7,8,-26.634124239999984
24,8,9,-21.511524979056766
24,8,10,-31.75672350094325
24,9,11,13.292784001686908
24,9,12,-2.54004396959824
24,10,11,33.453478590047546
24,10,12,17.620650618762397
24,11,13,-16.552232417605246
24,11,14,36.664370769339314
24,12,13,11.354789993966648
24,12,23,-22.90830758480246
24,13,23,-31.831566663638498
24,14,16,10.030246529339465
24,15,16,-14.447496472704037
24,15,21,39.23011811180586
24,15,24,-15.181948579101128
24,16,17,67.30637884819359
24,16,19,-98.35775303155907
24,17,18,27.761937521192376
24,17,22,12.910317087002081
24,18,21,1.127813281192393
24,19,20,-124.99187727155908
24,20,23,81.37399848844112
24,21,22,13.72380715299805
25,1,2,166.85850918710008
25,1,3,80.30756163980244
25,1,5,106.63870270309705
25,2,4,79.48834744143085
25,2,6,60.87647553566921
25,3,9,7.773918066412475
25,3,24,46.03995736339002
25,4,9,52.994661231430825
25,5,10,80.14501649309699
25,6,10,34.382789325669115
25,7,8,-26.493686209999986
25,8,9,-21.047659760947337
25,8,10,-31.93971265905268
25,9,11,14.929040385829968
25,9,12,-1.701807058933744
25,10,11,36.3626271972387
25,10,12,19.73177975247499
25,11,13,-16.672578745338836
25,11,14,41.470560118407114
25,12,13,12.641036813813983
25,12,23,-21.104750330272715
25,13,23,-30.52522814152473
25,14,16,14.976873908407258
25,15,16,-22.167130022467006
25,15,21,37.76972426585747
25,15,24,-19.546271153389824
25,16,17,68.20502057414195
25,16,19,-101.88896289820264
25,17,18,28.6323642279012
25,17,22,13.078970136241631
25,18,21,2.138678017901233
25,19,20,-128.38264910820263
25,20,23,78.12366468179762
25,21,22,13.414716073758502
26,1,2,167.9856240271386
26,1,3,81.60211011940157
26,1,5,107.51522129345948
26,2,4,80.26136348191653
26,2,6,61.43700766522204
26,3,9,7.284575960816677
26,3,24,48.030281278584944
26,4,9,53.974110601916514
26,5,10,81.2279684134594
26,6,10,35.14975478522194
26,7,8,-26.287252879999986
26,8,9,-20.70347218239551
26,8,10,-31.871033577604514
26,9,11,15.655398529568084
26,9,12,-1.3874370292301328
26,10,11,37.631136149937646
26,10,12,20.588300591139443
26,11,13,-16.83756903957801
26,11,14,43.83685083908336
26,12,13,13.202218846623007
26,12,23,-20.288608164713686
26,13,23,-29.922603072954878
26,14,16,17.54959795908349
26,15,16,-26.750957890742793
26,15,21,36.71059420932816
26,15,24,-21.743028398584755
26,16,17,68.43841731067127
26,16,19,-103.9270301223315
26,17,18,29.029665732321188
26,17,22,13.121498698350967
26,18,21,2.7424128523212206
26,19,20,-130.21428300233148
26,20,23,76.49846411766875
26,21,22,13.16575418164917
27,1,2,165.7875708102261
27,1,3,79.07467219568295
27,1,5,105.80537746409043
27,2,4,78.75302787547089
27,2,6,60.34339874475519
27,3,9,8.241196945709222
27,3,24,44.14233105997381
27,4,9,52.061883685470875
27,5,10,79.11423327409038
27,6,10,33.652254554755075
27,7,8,-26.691144189999985
27,8,9,-21.376389464228307
27,8,10,-32.00589891577171
27,9,11,14.236715230019767
27,9,12,-2.001168253067716
27,10,11,35.15366410308074
27,10,12,18.915780619993274
27,11,13,-16.51477932896185
27,11,14,39.214014472061976
27,12,13,12.10619597000954
27,12,23,-21.882727793083966
27,13,23,-31.099727548952192
27,14,16,12.522870282062112
27,15,16,-17.792478106414713
27,15,21,38.78121668638903
27,15,24,-17.451186869973604
27,16,17,67.9833600736104
27,16,19,-99.94411208796393
27,17,18,28.253625247854284
27,17,22,13.038590635756993
27,18,21,1.5624810578543082
27,19,20,-126.63525627796392
27,20,23,79.67359953203633
27,21,22,13.65255355424314
28,1,2,163.5417257528995
28,1,3,76.71162174299543
28,1,5,104.09614579410473
28,2,4,77.27560174895098
28,2,6,59.2629539739485
28,3,9,9.04038140077287
28,3,24,40.668070312222625
28,4,9,50.27243171895094
28,5,10,77.09297576410466
28,6,10,32.25978394394839
28,7,8,-27.003170029999986
28,8,9,-21.933921637388526
28,8,10,-32.0724184226115
28,9,11,12.953417694222624
28,9,12,-2.577696241887091
28,10,11,32.90414259577578
28,10,12,17.373028659666076
28,11,13,-16.264079753784763
28,11,14,35.11847001378278
28,12,13,11.111139978139686
28,12,23,-23.318977590360685
28,13,23,-32.15610980564498
28,14,16,8.115299983782936
28,15,16,-10.117056454352918
28,15,21,40.502204106576016
28,15,24,-13.664900282222536
28,16,17,67.51047601342343
28,16,19,-96.51540251399437
28,17,18,27.555678732304308
28,17,22,12.951627251119996
28,18,21,0.5525087023043198
28,19,20,-123.51857254399434
28,20,23,82.4782574260058
