periodo,barra_de,barra_para,fluxo
3,17,22,-20.3454
3,18,21,-141.9918
3,19,20,62.74
3,20,23,9.8255
3,21,22,20.3454
4,1,2,-12.0
4,1,3,-34.4601
4,1,5,-5.5803
4,2,4,-7.8303
4,2,6,-8.9387
4,3,9,-0.9344
4,3,24,-85.5662
4,4,9,-59.8707
4,5,10,-57.6207
4,6,10,-60.9791
4,7,8,-23.3209
4,8,9,-43.2429
4,8,10,-32.1184
4,9,11,-78.8828
4,9,12,-77.2057
4,10,11,-102.2179
4,10,12,-100.5408
4,11,13,23.057
4,11,14,-4.1577
4,12,13,20.1702
4,12,23,2.0834
4,13,23,-8.8132
4,14,16,-56.1981
4,15,16,84.5238
4,15,21,-222.1305
4,15,24,85.5662
4,16,17,-134.5254
4,16,19,110.8107
4,17,18,-114.9522
4,17,22,-19.5732
4,18,21,-136.5927
4,19,20,58.7703
4,20,23,6.7298
4,21,22,19.5732
5,1,2,-12.0
5,1,3,-33.7386
5,1,5,-6.0455
5,2,4,-8.0366
5,2,6,-9.2295
5,3,9,-2.3898
5,3,24,-83.133
5,4,9,-59.8208
5,5,10,-57.8297
5,6,10,-61.0137
5,7,8,-23.3222
5,8,9,-43.0036
5,8,10,-32.1027
5,9,11,-79.3532
5,9,12,-77.6452
5,10,11,-102.2191
5,10,12,-100.5111
5,11,13,22.9012
5,11,14,-4.4736
5,12,13,19.9612
5,12,23,1.8825
5,13,23,-8.9218
5,14,16,-56.2577
5,15,16,51.1163
5,15,21,-186.0335
5,15,24,83.133
5,16,17,-167.5333
5,16,19,110.6077
5,17,18,-161.2567
5,17,22,-6.2766
5,18,21,90.9592
5,19,20,58.8235
5,20,23,7.0393
5,21,22,6.2766
6,1,2,-12.0
6,1,3,-34.5136
6,1,5,-5.6861
6,2,4,-7.9093
6,2,6,-9.0289
6,3,9,-1.1321
6,3,24,-85.5811
6,4,9,-60.109
6,5,10,-57.8857
6,6,10,-61.2285
6,7,8,-24.446
6,8,9,-43.8927
6,8,10,-32.753
6,9,11,-79.585
6,9,12,-77.7484
6,10,11,-102.9518
6,10,12,-101.1151
6,11,13,22.9607
6,11,14,-5.4976
6,12,13,19.7992
6,12,23,1.3373
6,13,23,-9.4398
6,14,16,-57.6972
6,15,16,71.2562
6,15,21,-209.037
6,15,24,85.5811
6,16,17,-151.1424
6,16,19,112.5017
6,17,18,-137.1981
6,17,22,-13.9443
6,18,21,-37.3978
6,19,20,60.3021
6,20,23,8.1024
6,21,22,13.9443
7,1,2,-12.0
7,1,3,-33.7784
7,1,5,-6.3618
7,2,4,-8.2552
7,2,6,-9.4859
7,3,9,-3.0544
7,3,24,-82.8641
7,4,9,-60.3954
7,5,10,-58.502
7,6,10,-61.6261
7,7,8,-25.9964
7,8,9,-36.6349
7,8,10,-25.7252
7,9,11,-76.7062
7,9,12,-75.5187
7,10,11,-99.5905
7,10,12,-98.403
7,11,13,23.6337
7,11,14,0.0695
7,12,13,21.5896
7,12,23,4.4886
7,13,23,-6.9168
7,14,16,-52.0707
7,15,16,82.7046
7,15,21,-217.709
7,15,24,82.8641
7,16,17,-128.2149
7,16,19,106.7086
7,17,18,-108.5022
7,17,22,-19.7128
7,18,21,-145.4424
7,19,20,54.5684
7,20,23,2.4282
7,21,22,19.7128
8,1,2,-12.0
8,1,3,-30.1793
8,1,5,-12.1982
8,2,4,-11.649
8,2,6,-13.738
8,3,9,-17.9729
8,3,24,-66.584
8,4,9,-66.0265
8,5,10,-66.5757
8,6,10,-68.1155
8,7,8,-30.1011
8,8,9,11.6412
8,8,10,21.3985
8,9,11,-62.4401
8,9,12,-64.2957
8,10,11,-82.9073
8,10,12,-84.7629
8,11,13,27.9909
8,11,14,26.6617
8,12,13,31.185
8,12,23,19.7564
8,13,23,4.7984
8,14,16,-27.7158
8,15,16,62.5289
8,15,21,-183.4904
8,15,24,66.584
8,16,17,-103.7646
8,16,19,84.2002
8,17,18,-87.2093
8,17,22,-16.5554
8,18,21,-126.3868
8,19,20,29.8227
8,20,23,-24.5549
8,21,22,16.5554
9,1,2,-12.0
9,1,3,-29.2371
9,1,5,-15.1713
9,2,4,-13.5095
9,2,6,-16.0027
9,3,9,-25.0265
9,3,24,-60.6191
9,4,9,-69.918
9,5,10,-71.5798
9,6,10,-72.4111
9,7,8,-33.8063
9,8,9,36.4597
9,8,10,45.9004
9,9,11,-55.8768
9,9,12,-59.0163
9,10,11,-75.6798
9,10,12,-78.8192
9,11,13,30.3487
9,11,14,38.0947
9,12,13,35.7526
9,12,23,26.4119
9,13,23,9.6928
9,14,16,-18.3137
9,15,16,55.7699
9,15,21,-172.7974
9,15,24,60.6191
9,16,17,-95.6645
9,16,19,76.7122
9,17,18,-80.0716
9,17,22,-15.593
9,18,21,-121.28
9,19,20,20.3038
9,20,23,-36.1047
9,21,22,15.593
10,1,2,-12.0
10,1,3,-31.3028
10,1,5,-15.1058
10,2,4,-13.7707
10,2,6,-16.1791
10,3,9,-23.6182
10,3,24,-66.0933
10,4,9,-72.1793
10,5,10,-73.5144
10,6,10,-74.5878
10,7,8,-38.9618
10,8,9,36.4319
10,8,10,46.4998
10,9,11,-57.6371
10,9,12,-60.1371
10,10,11,-78.7555
10,10,12,-81.2555
10,11,13,30.6136
10,11,14,32.9937
10,12,13,34.9169
10,12,23,23.6905
10,13,23,7.1218
10,14,16,-25.4149
10,15,16,63.9925
10,15,21,-188.4944
10,15,24,66.0933
10,16,17,-105.8361
10,16,19,86.005
10,17,18,-88.7396
10,17,22,-17.0965
10,18,21,-131.9482
10,19,20,27.5963
10,20,23,-30.8123
10,21,22,17.0965
11,1,2,-5.9183
11,1,3,-35.5245
11,1,5,-18.1536
11,2,4,-16.9586
11,2,6,-18.7315
11,3,9,-22.6588
11,3,24,-72.462
11,4,9,-76.555
11,5,10,-77.7499
11,6,10,-78.3279
11,7,8,-45.2365
11,8,9,31.457
11,8,10,42.4024
11,9,11,-62.6734
11,9,12,-64.6797
11,10,11,-85.6326
11,10,12,-87.639
11,11,13,28.2349
11,11,14,23.4591
11,12,13,31.6884
11,12,23,15.9929
11,13,23,0.327
11,14,16,-36.1372
11,15,16,36.5331
11,15,21,-168.5915
11,15,24,72.462
11,16,17,-152.0732
11,16,19,92.8728
11,17,18,-147.3783
11,17,22,-4.6949
11,18,21,97.0254
11,19,20,33.2765
11,20,23,-26.3198
11,21,22,4.6949
12,1,2,-0.155
12,1,3,-39.6115
12,1,5,-20.6478
12,2,4,-19.7275
12,2,6,-20.8459
12,3,9,-20.8385
12,3,24,-79.1873
12,4,9,-80.1418
12,5,10,-81.0621
12,6,10,-81.2602
12,7,8,-50.2401
12,8,9,26.8274
12,8,10,38.6348
12,9,11,-66.3746
12,9,12,-68.1925
12,10,11,-91.142
12,10,12,-92.9599
12,11,13,26.0092
12,11,14,16.4742
12,12,13,29.1383
12,12,23,9.7093
12,13,23,-5.2668
12,14,16,-43.9401
12,15,16,41.1896
12,15,21,-180.7913
12,15,24,79.1873
12,16,17,-159.5509
12,16,19,96.3861
12,17,18,-153.793
12,17,22,-5.758
12,18,21,89.7927
12,19,20,35.9718
12,20,23,-24.4425
12,21,22,5.758
13,1,2,1.6636
13,1,3,-38.8636
13,1,5,-23.161
13,2,4,-21.4611
13,2,6,-22.663
13,3,9,-25.2724
13,3,24,-73.9522
13,4,9,-81.8221
13,5,10,-83.522
13,6,10,-83.024
13,7,8,-52.8269
13,8,9,22.3619
13,8,10,33.8054
13,9,11,-68.5374
13,9,12,-76.5563
13,10,11,-92.5414
13,10,12,-100.5602
13,11,13,13.3804
13,11,14,25.5409
13,12,13,27.1833
13,12,23,-4.2998
13,13,23,-19.7973
13,14,16,-34.8201
13,15,16,10.1462
13,15,21,-144.4594
13,15,24,73.9522
13,16,17,-129.854
13,16,19,44.8191
13,17,18,-127.8302
13,17,22,-2.0238
13,18,21,111.4832
13,19,20,-15.5419
13,20,23,-75.9029
13,21,22,2.0238
14,1,2,3.1336
14,1,3,-39.5374
14,1,5,-23.6503
14,2,4,-22.0141
14,2,6,-23.0445
14,3,9,-24.7141
14,3,24,-74.8775
14,4,9,-82.0683
14,5,10,-83.7045
14,6,10,-83.0987
14,7,8,-53.7436
14,8,9,20.3924
14,8,10,31.9454
14,9,11,-69.2918
14,9,12,-77.1524
14,10,11,-93.5257
14,10,12,-101.3862
14,11,13,13.0627
14,11,14,24.1198
14,12,13,26.5931
14,12,23,-5.1317
14,13,23,-20.3984
14,14,16,-35.9344
14,15,16,10.5849
14,15,21,-145.5166
14,15,24,74.8775
14,16,17,-131.0421
14,16,19,45.6384
14,17,18,-129.0033
14,17,22,-2.0387
14,18,21,112.5553
14,19,20,-14.4157
14,20,23,-74.4699
14,21,22,2.0387
15,1,2,3.1871
15,1,3,-39.1939
15,1,5,-23.5984
15,2,4,-21.933
15,2,6,-22.9621
15,3,9,-24.7675
15,3,24,-74.0316
15,4,9,-81.5382
15,5,10,-83.2036
15,6,10,-82.5673
15,7,8,-54.0674
15,8,9,19.7035
15,8,10,31.1496
15,9,11,-69.1294
15,9,12,-77.078
15,10,11,-93.1389
15,10,12,-101.0876
15,11,13,12.9433
15,11,14,24.7884
15,12,13,26.6254
15,12,23,-4.7909
15,13,23,-20.0365
15,14,16,-34.8168
15,15,16,9.7666
15,15,21,-143.4034
15,15,24,74.0316
15,16,17,-128.6933
15,16,19,44.0379
15,17,18,-126.6826
15,17,22,-2.0108
15,18,21,110.4141
15,19,20,-15.5673
15,20,23,-75.1725
15,21,22,2.0108
16,1,2,2.6149
16,1,3,-39.7384
16,1,5,-22.5986
16,2,4,-21.2926
16,2,6,-22.258
16,3,9,-22.7274
16,3,24,-76.7331
16,4,9,-81.0146
16,5,10,-82.3206
16,6,10,-81.9801
16,7,8,-54.0554
16,8,9,13.7504
16,8,10,25.407
16,9,11,-71.1146
16,9,12,-78.5991
16,10,11,-95.5657
16,10,12,-103.0501
16,11,13,12.4976
16,11,14,20.8221
16,12,13,25.3806
16,12,23,-7.0297
16,13,23,-21.8439
16,14,16,-38.9
16,15,16,12.7232
16,15,21,-149.1783
16,15,24,76.7331
16,16,17,-134.2166
16,16,19,48.3178
16,17,18,-131.9254
16,17,22,-2.2912
16,18,21,112.3525
16,19,20,-11.4043
16,20,23,-71.1263
16,21,22,2.2912
17,1,2,-1.1051
17,1,3,-40.6412
17,1,5,-18.4371
17,2,4,-18.3123
17,2,6,-19.2521
17,3,9,-16.175
17,3,24,-84.6495
17,4,9,-78.4957
17,5,10,-78.6204
17,6,10,-79.4354
17,7,8,-52.8425
17,8,9,-5.3029
17,8,10,6.8977
17,9,11,-77.0219
17,9,12,-83.135
17,10,11,-102.6142
17,10,12,-108.7272
17,11,13,11.2362
17,11,14,9.1277
17,12,13,21.7586
17,12,23,-13.6208
17,13,23,-27.1885
17,14,16,-51.0557
17,15,16,24.3584
17,15,21,-169.1912
17,15,24,84.6495
17,16,17,-148.0565
17,16,19,61.1759
17,17,18,-143.8661
17,17,22,-4.1904
17,18,21,99.9506
17,19,20,0.9926
17,20,23,-59.1907
17,21,22,4.1904
18,1,2,-8.4258
18,1,3,-42.8506
18,1,5,-10.2368
18,2,4,-12.5042
18,2,6,-13.3759
18,3,9,-2.9918
18,3,24,-101.3719
18,4,9,-74.0173
18,5,10,-71.7499
18,6,10,-74.8891
18,7,8,-52.498
18,8,9,-42.779
18,8,10,-29.3763
18,9,11,-89.01
18,9,12,-92.2912
18,10,11,-117.1236
18,10,12,-120.4048
18,11,13,8.812
18,11,14,-14.9456
18,12,13,14.46
18,12,23,-27.1561
18,13,23,-38.2412
18,14,16,-76.4588
18,15,16,48.9753
18,15,21,-211.8604
18,15,24,101.3719
18,16,17,-177.4201
18,16,19,88.4235
18,17,18,-169.1773
18,17,22,-8.2428
18,18,21,73.3095
18,19,20,26.9104
18,20,23,-34.6028
18,21,22,8.2428
19,1,2,-12.0
19,1,3,-50.79
19,1,5,-2.28
19,2,4,-8.0233
19,2,6,-8.1167
19,3,9,16.2587
19,3,24,-132.1187
19,4,9,-73.0933
19,5,10,-67.35
19,6,10,-73.1867
19,7,8,-52.964
19,8,9,-66.9117
19,8,10,-50.8004
19,9,11,-98.2431
19,9,12,-90.5732
19,10,11,-132.0385
19,10,12,-124.3686
19,11,13,22.8085
19,11,14,-53.0901
19,12,13,9.6061
19,12,23,-24.5479
19,13,23,-32.6555
19,14,16,-118.1601
19,15,16,152.3691
19,15,21,-349.5578
19,15,24,132.1187
19,16,17,-218.2045
19,16,19,187.3434
19,17,18,-186.4841
19,17,22,-31.7204
19,18,21,-221.1541
19,19,20,122.2734
19,20,23,57.2033
19,21,22,31.7204
20,1,2,-12.0
20,1,3,-50.6564
20,1,5,-2.8728
20,2,4,-8.4023
20,2,6,-8.5742
20,3,9,14.8855
20,3,24,-131.0711
20,4,9,-73.9315
20,5,10,-68.4021
20,6,10,-74.1035
20,7,8,-49.302
20,8,9,-65.4479
20,8,10,-49.3833
20,9,11,-98.9284
20,9,12,-91.0948
20,10,11,-132.6258
20,10,12,-124.7923
20,11,13,22.8512
20,11,14,-54.4053
20,12,13,9.3672
20,12,23,-25.2544
20,13,23,-33.3108
20,14,16,-119.9346
20,15,16,121.1522
20,15,21,-317.7526
20,15,24,131.0711
20,16,17,-253.9352
20,16,19,189.6237
20,17,18,-235.0973
20,17,22,-18.8379
20,18,21,3.3735
20,19,20,124.0944
20,20,23,58.5652
20,21,22,18.8379
21,1,2,-12.0
21,1,3,-48.9749
21,1,5,-2.9198
21,2,4,-8.1854
21,2,6,-8.4255
21,3,9,13.753
21,3,24,-126.6225
21,4,9,-72.08
21,5,10,-66.8144
21,6,10,-72.3201
21,7,8,-44.5122
21,8,9,-61.9805
21,8,10,-46.4263
21,9,11,-95.557
21,9,12,-88.6452
21,10,11,-128.1837
21,10,12,-121.2719
21,11,13,23.0659
21,11,14,-46.8066
21,12,13,11.1686
21,12,23,-21.0856
21,13,23,-29.6602
21,14,16,-110.7012
21,15,16,144.5487
21,15,21,-335.0659
21,15,24,126.6225
21,16,17,-208.5822
21,16,19,178.535
21,17,18,-178.2377
21,17,22,-30.3445
21,18,21,-211.7323
21,19,20,114.6404
21,20,23,50.7457
21,21,22,30.3445
22,1,2,-12.0
22,1,3,-46.0818
22,1,5,-3.6384
22,2,4,-8.2413
22,2,6,-8.6778
22,3,9,10.4153
22,3,24,-118.2173
22,4,9,-69.9615
22,5,10,-65.3586
22,6,10,-70.398
22,7,8,-40.7923
22,8,9,-58.5909
22,8,10,-43.9216
22,9,11,-92.9425
22,9,12,-86.9148
22,10,11,-123.7131
22,10,12,-117.6854
22,11,13,22.982
22,11,14,-39.6376
22,12,13,12.6065
22,12,23,-17.2066
22,13,23,-26.1317
22,14,16,-101.3578
22,15,16,115.7765
22,15,21,-295.714
22,15,24,118.2173
22,16,17,-214.0802
22,16,19,166.7787
22,17,18,-192.9312
22,17,22,-21.1489
22,18,21,-73.1371
22,19,20,105.0585
22,20,23,43.3383
22,21,22,21.1489
23,1,2,-12.0
23,1,3,-42.6903
23,1,5,-4.1447
23,2,4,-8.0807
23,2,6,-8.7058
23,3,9,7.2347
23,3,24,-108.7601
23,4,9,-66.9158
23,5,10,-62.9798
23,6,10,-67.5409
23,7,8,-36.6837
23,8,9,-54.5771
23,8,10,-40.9416
23,9,11,-88.9333
23,9,12,-84.1599
23,10,11,-117.5354
23,10,12,-112.762
23,11,13,22.9585
23,11,14,-29.4273
23,12,13,14.742
23,12,23,-11.6638
23,13,23,-21.1346
23,14,16,-88.2623
23,15,16,107.094
23,15,21,-274.6892
23,15,24,108.7601
23,16,17,-190.4719
23,16,19,150.4685
23,17,18,-169.618
23,17,22,-20.8539
23,18,21,-94.4569
23,19,20,91.6334
23,20,23,32.7984
23,21,22,20.8539
24,1,2,-12.0
24,1,3,-39.4426
24,1,5,-4.7561
24,2,4,-8.0121
24,2,6,-8.8335
24,3,9,3.9133
24,3,24,-99.5545
24,4,9,-64.2107
24,5,10,-60.9548
24,6,10,-65.0321
24,7,8,-32.1155
24,8,9,-50.4791
24,8,10,-37.835
24,9,11,-85.2993
24,9,12,-81.676
24,10,11,-111.8219
24,10,12,-108.1987
24,11,13,22.9414
24,11,14,-20.0626
24,12,13,16.7047
24,12,23,-6.5793
24,13,23,-16.5526
24,14,16,-76.2612
24,15,16,91.6669
24,15,21,-247.4201
24,15,24,99.5545
24,16,17,-176.3222
24,16,19,135.5293
24,17,18,-158.7177
24,17,22,-17.6045
24,18,21,-62.9163
24,19,20,79.3306
24,20,23,23.1319
24,21,22,17.6045
25,1,2,-12.0
25,1,3,-37.9503
25,1,5,-5.112
25,2,4,-8.0309
25,2,6,-8.9518
25,3,9,2.2239
25,3,24,-95.2365
25,4,9,-63.0932
25,5,10,-60.1742
25,6,10,-64.0141
25,7,8,-28.4677
25,8,9,-47.8589
25,8,10,-35.671
25,9,11,-83.4239
25,9,12,-80.3665
25,10,11,-108.9894
25,10,12,-105.9321
25,11,13,23.0098
25,11,14,-15.4231
25,12,13,17.7472
25,12,23,-4.0459
25,13,23,-14.3052
25,14,16,-70.4853
25,15,16,85.4116
25,15,21,-235.7103
25,15,24,95.2365
25,16,17,-168.6116
25,16,19,128.4756
25,17,18,-152.1222
25,17,22,-16.4894
25,18,21,-55.1844
25,19,20,73.4133
25,20,23,18.3511
25,21,22,16.4894
26,1,2,-12.0
26,1,3,-35.1827
26,1,5,-5.4324
26,2,4,-7.8376
26,2,6,-8.9008
26,3,9,-0.1697
26,3,24,-87.6282
26,4,9,-60.4527
26,5,10,-58.0476
26,6,10,-61.516
26,7,8,-24.6039
26,8,9,-44.2821
26,8,10,-32.9369
26,9,11,-79.7299
26,9,12,-77.7897
26,10,11,-103.5279
26,10,12,-101.5877
26,11,13,23.0474
26,11,14,-6.3053
26,12,13,19.7077
26,12,23,0.9148
26,13,23,-9.86
26,14,16,-58.9204
26,15,16,87.7289
26,15,21,-227.9722
26,15,24,87.6282
26,16,17,-137.982
26,16,19,114.1754
26,17,18,-117.786
26,17,22,-20.196
26,18,21,-141.8317
26,19,20,61.5603
26,20,23,8.9452
26,21,22,20.196
27,1,2,-12.0
27,1,3,-32.9031
27,1,5,-5.7679
27,2,4,-7.7264
27,2,6,-8.9158
27,3,9,-2.2969
27,3,24,-81.2772
27,4,9,-58.3974
27,5,10,-56.4389
27,6,10,-59.5867
27,7,8,-22.0158
27,8,9,-41.6686
27,8,10,-31.0182
27,9,11,-77.0688
27,9,12,-75.965
27,10,11,-99.4093
27,10,12,-98.3055
27,11,13,23.0221
27,11,14,0.4998
27,12,13,21.1222
27,12,23,4.6072
27,13,23,-6.5266
27,14,16,-50.1712
27,15,16,81.5274
27,15,21,-213.4756
27,15,24,81.2772
27,16,17,-122.5761
27,16,19,103.2614
27,17,18,-102.7348
27,17,22,-19.8414
27,18,21,-153.4057
27,19,20,52.5904
27,20,23,1.9194
27,21,22,19.8414
28,1,2,-12.0
28,1,3,-31.206
28,1,5,-6.0176
28,2,4,-7.6436
28,2,6,-8.9269
28,3,9,-3.8805
28,3,24,-76.5492
28,4,9,-56.8672
28,5,10,-55.2412
28,6,10,-58.1505
28,7,8,-20.6329
28,8,9,-39.9948
28,8,10,-29.8617
28,9,11,-75.2393
28,9,12,-74.7269
28,10,11,-96.4947
28,10,12,-95.9823
28,11,13,22.9694
28,11,14,5.2966
28,12,13,22.0875
28,12,23,7.2033
28,13,23,-4.1668
28,14,16,-43.9271
28,15,16,74.5719
28,15,21,-200.3447
28,15,24,76.5492
28,16,17,-113.9894
28,16,19,95.4107
28,17,18,-95.4017
28,17,22,-18.5877
28,18,21,-144.6254
28,19,20,46.1871
28,20,23,-3.0366
28,21,22,18.5877
29,1,2,-12.0
29,1,3,-30.4422
29,1,5,-6.1418
29,2,4,-7.6143
29,2,6,-8.9413
29,3,9,-4.6189
29,3,24,-74.4073
29,4,9,-56.1983
29,5,10,-54.7258
29,6,10,-57.5253
29,7,8,-19.8001
29,8,9,-39.1421
29,8,10,-29.2419
29,9,11,-74.3928
29,9,12,-74.1505
29,10,11,-95.1596
29,10,12,-94.9174
29,11,13,22.9556
29,11,14,7.4919
29,12,13,22.5386
29,12,23,8.3934
29,13,23,-3.0897
29,14,16,-41.0921
29,15,16,71.4294
29,15,21,-194.4208
29,15,24,74.4073
29,16,17,-110.111
29,16,19,91.8643
29,17,18,-92.0886
29,17,22,-18.0224
29,18,21,-140.6726
29,19,20,43.2803
29,20,23,-5.3037
29,21,22,18.0224
30,1,2,-12.0
30,1,3,-29.966
30,1,5,-6.1957
30,2,4,-7.5802
30,2,6,-8.9315
30,3,9,-5.0282
30,3,24,-73.0994
30,4,9,-55.7419
30,5,10,-54.3574
30,6,10,-57.0932
30,7,8,-19.6997
30,8,9,-38.8083
30,8,10,-29.0531
30,9,11,-73.9109
30,9,12,-73.8292
30,10,11,-94.3736
30,10,12,-94.2919
30,11,13,22.9273
30,11,14,8.7882
30,12,13,22.7866
30,12,23,9.0923
30,13,23,-2.4478
30,14,16,-39.3735
30,15,16,69.4939
30,15,21,-190.755
30,15,24,73.0994
30,16,17,-107.7201
30,16,19,89.6789
30,17,18,-90.048
30,17,22,-17.6721
30,18,21,-138.2097
30,19,20,41.5172
30,20,23,-6.6445
30,21,22,17.6721
31,1,2,-12.0
31,1,3,-27.9525
31,1,5,-7.2935
31,2,4,-8.021
31,2,6,-9.5833
31,3,9,-8.6529
31,3,24,-66.5457
31,4,9,-55.267
31,5,10,-54.5395
31,6,10,-56.8293
31,7,8,-19.2348
31,8,9,-32.0115
31,8,10,-22.8784
31,9,11,-71.2557
31,9,12,-71.9217
31,10,11,-90.4136
31,10,12,-91.0796
31,11,13,23.2975
31,11,14,15.0331
31,12,13,24.4439
31,12,23,12.5549
31,13,23,0.4954
31,14,16,-32.2129
31,15,16,43.7097
31,15,21,-157.5013
31,15,24,66.5457
31,16,17,-117.1909
31,16,19,81.4417
31,17,18,-108.1536
31,17,22,-9.0373
31,18,21,-3.3996
31,19,20,34.1957
31,20,23,-13.0503
31,21,22,9.0373
32,1,2,-12.0
32,1,3,-21.9761
32,1,5,-13.7202
32,2,4,-11.4607
32,2,6,-14.0426
32,3,9,-26.3137
32,3,24,-43.3587
32,4,9,-59.157
32,5,10,-61.4166
32,6,10,-61.739
32,7,8,-20.973
32,8,9,20.6367
32,8,10,27.8904
32,9,11,-53.9559
32,9,12,-58.5745
32,10,11,-69.1714
32,10,12,-73.79
32,11,13,27.7835
32,11,14,49.0892
32,12,13,35.7335
32,12,23,31.902
32,13,23,15.8207
32,14,16,1.3928
32,15,16,13.5445
32,15,21,-104.5995
32,15,24,43.3587
32,16,17,-80.429
32,16,19,47.67
32,17,18,-76.3279
32,17,22,-4.1011
32,18,21,27.9758
32,19,20,-0.0263
32,20,23,-47.7227
32,21,22,4.1011
33,1,2,-12.0
33,1,3,-20.1986
33,1,5,-17.1118
33,2,4,-13.4792
33,2,6,-16.5483
33,3,9,-34.7906
33,3,24,-34.7185
33,4,9,-62.7896
33,5,10,-66.4222
33,6,10,-65.8587
33,7,8,-24.1969
33,8,9,48.7699
33,8,10,55.4492
33,9,11,-45.9138
33,9,12,-52.2069
33,10,11,-59.9245
33,10,12,-66.2176
33,11,13,30.3641
33,11,14,63.7975
33,12,13,41.1966
33,12,23,40.3789
33,13,23,22.2503
33,14,16,14.4871
33,15,16,3.0599
33,15,21,-87.0888
33,15,24,34.7185
33,16,17,-67.7551
33,16,19,35.9917
33,17,18,-65.2612
33,17,22,-2.4939
33,18,21,37.4284
33,19,20,-13.3187
33,20,23,-62.6292
33,21,22,2.4939
34,1,2,-12.0
34,1,3,-21.2395
34,1,5,-17.5067
34,2,4,-13.8986
34,2,6,-16.9781
34,3,9,-35.013
34,3,24,-36.9726
34,4,9,-64.6447
34,5,10,-68.2528
34,6,10,-67.7243
34,7,8,-27.822
34,8,9,52.362
34,8,10,59.3529
34,9,11,-45.9634
34,9,12,-52.0785
34,10,11,-60.6276
34,10,12,-66.7427
34,11,13,30.858
34,11,14,62.5511
34,12,13,41.3841
34,12,23,39.7947
34,13,23,21.4959
34,14,16,11.8049
34,15,16,6.7657
34,15,21,-94.4845
34,15,24,36.9726
34,16,17,-72.3773
34,16,19,40.2017
34,17,18,-69.1659
34,17,22,-3.2113
34,18,21,32.0879
34,19,20,-10.5444
34,20,23,-61.2906
34,21,22,3.2113
35,1,2,-12.0
35,1,3,-23.6455
35,1,5,-16.6068
35,2,4,-13.6488
35,2,6,-16.5274
35,3,9,-31.5788
35,3,24,-44.319
35,4,9,-65.9011
35,5,10,-68.859
35,6,10,-68.7797
35,7,8,-31.8395
35,8,9,47.1379
35,8,10,54.8679
35,9,11,-48.6499
35,9,12,-53.9443
35,10,11,-64.8644
35,10,12,-70.1588
35,11,13,30.6909
35,11,14,55.7948
35,12,13,39.8043
35,12,23,36.0926
35,13,23,18.2429
35,14,16,3.5425
35,15,16,32.2264
35,15,21,-128.7976
35,15,24,44.319
35,16,17,-66.6524
35,16,19,50.169
35,17,18,-55.2475
35,17,22,-11.4049
35,18,21,-92.2998
35,19,20,-2.0832
35,20,23,-54.3355
35,21,22,11.4049
36,1,2,-12.0
36,1,3,-25.4085
36,1,5,-15.9987
36,2,4,-13.5003
36,2,6,-16.2381
36,3,9,-29.1742
36,3,24,-49.6414
36,4,9,-66.9075
36,5,10,-69.4058
36,6,10,-69.6452
36,7,8,-34.9906
36,8,9,42.4607
36,8,10,50.7316
36,9,11,-51.2328
36,9,12,-55.7954
