periodo,barra_de,barra_para,fluxo
9,8,10,-10.364274946957284
9,9,11,-25.240834044016648
9,9,12,-21.759552677555806
9,10,11,-63.88981678040166
9,10,12,-60.408535413940804
9,11,13,-21.203333162337376
9,11,14,-88.11185200208085
9,12,13,-27.33945725154043
9,12,23,-75.01316517995619
9,13,23,-68.72732475387798
9,14,16,-108.29638634208061
9,15,16,128.37931811494315
9,15,21,52.13383288097263
9,15,24,-154.6976853359152
9,16,17,28.604304479027768
9,16,19,-28.705907046166068
9,17,18,2.8665896074032204
9,17,22,5.553180531625191
9,18,21,-17.317944732597894
9,19,20,-48.89044138616584
9,20,23,163.92502427383423
9,21,22,14.631353808374811
10,1,2,-36.20453113718307
10,1,3,-82.87860800871921
10,1,5,-31.787952874097257
10,2,4,-34.51546085557848
10,2,6,-21.99714784160458
10,3,9,58.33957314737281
10,3,24,-161.52625871609206
10,4,9,-54.82353841557847
10,5,10,-52.09603043409729
10,6,10,-42.30522540160463
10,7,8,-20.308077559999987
10,8,9,-30.22749397947948
10,8,10,-10.388661140520512
10,9,11,-25.32154755238021
10,9,12,-21.697989255305142
10,10,11,-64.36077641664866
10,10,12,-60.7372181195736
10,11,13,-21.106224135103663
10,11,14,-88.88417739392513
10,12,13,-27.493126259570026
10,12,23,-75.25015867530871
10,13,23,-68.90742795467388
10,14,16,-109.19225495392489
10,15,16,130.19579953284511
10,15,21,52.618662531063386
10,15,24,-157.1225396239079
10,16,17,28.61364770893702
10,16,19,-27.91818069001765
10,17,18,2.749698889489885
10,17,22,5.555871259447793
10,18,21,-17.558378670511242
10,19,20,-48.226258250017395
10,20,23,164.46566418998265
10,21,22,14.75220630055221
11,1,2,-37.615034671813135
11,1,3,-85.82847084658484
11,1,5,-32.79907686160158
11,2,4,-35.66025979669017
11,2,6,-22.654600615122973
11,3,9,60.85233844088317
11,3,24,-167.38063502746806
11,4,9,-56.36008553669015
11,5,10,-53.49890260160163
11,6,10,-43.354426355123024
11,7,8,-20.699825739999987
11,8,9,-30.966541893261237
11,8,10,-10.433109586738745
11,9,11,-25.64605348961593
11,9,12,-21.528061239452505
11,10,11,-66.05212826681333
11,10,12,-61.93413601664991
11,11,13,-20.797619865897627
11,11,14,-91.60038763053154
11,12,13,-28.056013769021824
11,12,23,-76.10600922708059
11,13,23,-69.55345937491964
11,14,16,-112.30021337053131
11,15,16,136.34040837529466
11,15,21,54.21787951723797
11,15,24,-165.25811363253197
11,16,17,28.58142344276246
11,16,19,-25.241054178000013
11,17,18,2.3288747134129686
11,17,22,5.5527229893501575
11,18,21,-18.370951026588195
11,19,20,-45.94087991799978
11,20,23,166.3592943420003
11,21,22,15.147102750649843
12,1,2,-41.44010327000608
12,1,3,-85.91997295253374
12,1,5,-36.310410627459646
12,2,4,-37.881595107443935
12,2,6,-24.919870912562146
12,3,9,55.690655648671864
12,3,24,-162.97199135120567
12,4,9,-59.242957857443926
12,5,10,-57.67177337745969
12,6,10,-46.28123366256218
12,7,8,8.638637249999999
12,8,9,-16.532359049615824
12,8,10,3.8096335496158273
12,9,11,-22.358658428282816
12,9,12,-19.087365580105306
12,10,11,-62.38801454429169
12,10,12,-59.11672169611418
12,11,13,-20.30280272668517
12,11,14,-85.80523299588924
12,12,13,-26.06879999479637
12,12,23,-73.49665003142312
12,13,23,-67.73296547148172
12,14,16,-107.16659574588901
12,15,16,131.77175932627182
12,15,21,54.51535392252311
12,15,24,-161.6484759987943
12,16,17,30.93009707747732
12,16,19,-27.686296247095363
12,17,18,3.5675108381512075
12,17,22,6.0012234893267715
12,18,21,-17.793851911849927
12,19,20,-49.047658997095134
12,20,23,162.5909782529049
12,21,22,15.360139260673234
13,1,2,-44.59170028594562
13,1,3,-91.9460768227863
13,1,5,-38.5535945412676
13,2,4,-40.32931672324703
13,2,6,-26.362893812698594
13,3,9,60.634363907871425
13,3,24,-174.68095098065777
13,4,9,-62.42982697324701
13,5,10,-60.65410479126764
13,6,10,-48.463404062698636
13,7,8,7.899489750000001
13,8,9,-17.9726663012711
13,8,10,3.771645801271111
13,9,11,-23.066610276288614
13,9,12,-18.80202934035831
13,10,11,-65.85547711931267
13,10,12,-61.59089618338234
13,11,13,-19.71958540690987
13,11,14,-91.3030122386913
13,12,13,-27.236357266669394
13,12,23,-75.25707850707127
13,13,23,-69.05645292357946
13,14,16,-113.40352248869107
13,15,16,143.90208772005982
13,15,21,57.61904819928304
13,15,24,-177.62164616934223
13,16,17,30.782992800717405
13,16,19,-22.38493781934949
13,17,18,2.7034974229350226
13,17,22,5.97898512778307
13,18,21,-19.397012827066185
13,19,20,-44.485448069349275
13,20,23,166.41404168065077
13,21,22,16.121525122216923
14,1,2,-49.5213421023614
14,1,3,-91.10085380993476
14,1,5,-42.76452253770338
14,2,4,-42.81393889857004
14,2,6,-28.993756253791357
14,3,9,53.585943999326496
14,3,24,-166.97315085926132
14,4,9,-65.10029194857003
14,5,10,-65.05087558770342
14,6,10,-51.280109303791384
14,7,8,37.71364694999998
14,8,9,-2.904701081218116
14,8,10,18.331994981218127
14,9,11,-19.934975968369535
14,9,12,-16.770426112092373
14,10,11,-61.72494640827685
14,10,12,-58.56039655199968
14,11,13,-19.59407089102912
14,11,14,-84.35220453561713
14,12,13,-25.171922423416817
14,12,23,-72.44525329067523
14,13,23,-67.05234636444611
14,14,16,-106.63855758561691
14,15,16,134.95642191601405
14,15,21,56.470559724725256
14,15,24,-167.71333469073866
14,16,17,32.674852475275195
14,16,19,-26.64334119487887
14,17,18,4.050848442925396
14,17,22,6.33765098235045
14,18,21,-18.235504607075754
14,19,20,-48.92969424487865
14,20,23,161.7839527051214
14,21,22,15.948702067649547
15,1,2,-51.795028476561214
15,1,3,-95.78346872788387
15,1,5,-44.39236347555435
15,2,4,-44.645184513061864
15,2,6,-30.050217403499357
15,3,9,57.550407243423656
15,3,24,-176.2342494113076
15,4,9,-67.54555795306183
15,5,10,-67.29273691555437
15,6,10,-52.95059084349939
15,7,8,37.09962655999999
15,8,9,-4.06895838861861
15,8,10,18.268211508618624
15,9,11,-20.45587364691896
15,9,12,-16.508608891338092
15,10,11,-64.41137722300793
15,10,12,-60.46411246742706
15,11,13,-19.11024783097468
15,11,14,-88.65737647895207
15,12,13,-26.067716591336758
15,12,23,-73.80537820742839
15,13,23,-68.07833786231163
15,14,16,-111.55774991895186
15,15,16,144.65623475694045
15,15,21,58.988218751752534
15,15,24,-180.54482694869233
15,16,17,32.61327500824794
15,16,19,-22.41516361026018
15,17,18,3.3822756060350017
15,17,22,6.330625962213623
15,18,21,-19.518097833966216
15,19,20,-45.31553705025996
15,20,23,164.78408950974008
15,21,22,16.569747477786372
16,1,2,-53.40756798102629
16,1,3,-99.84312747303136
16,1,5,-45.56783896594187
16,2,4,-46.08799681414911
16,2,6,-30.833437026877185
16,3,9,61.238999762235274
16,3,24,-184.59599309526672
16,4,9,-69.60186267414909
16,5,10,-69.08170482594193
16,6,10,-54.34730288687722
16,7,8,36.48613413999999
16,8,9,-5.170530371948708
16,8,10,18.14279865194872
16,9,11,-20.847681625676557
16,9,12,-16.199577518186235
16,10,11,-66.7240895141803
16,10,12,-62.07598540668997
16,11,13,-18.62811155204069
16,11,14,-92.45752544781601
16,12,13,-26.820883287722175
16,12,23,-74.96854549715403
16,13,23,-68.96286069976307
16,14,16,-115.97139130781578
16,15,16,153.62605113931852
16,15,21,61.3876732454155
16,15,24,-192.52759024473335
16,16,17,32.667790194584995
16,16,19,-18.52699622308313
16,17,18,2.8084035744274587
16,17,22,6.345520760158248
16,18,21,-20.705462285573812
16,19,20,-42.040862083082914
16,20,23,167.44527205691716
16,21,22,17.16834509984174
17,1,2,-55.62214951883408
17,1,3,-104.3935725495633
17,1,5,-47.15306725160208
17,2,4,-47.869601938505205
17,2,6,-31.861955140328895
17,3,9,65.08800666850733
17,3,24,-193.59098677807071
17,4,9,-71.97900949850518
17,5,10,-71.26247481160212
17,6,10,-55.97136270032893
17,7,8,35.890592439999985
17,8,9,-6.300622036955035
17,8,10,18.081806916955042
17,9,11,-21.354722068290165
17,9,12,-15.946310358662998
17,10,11,-69.3349249323015
17,10,12,-63.92651322267435
17,11,13,-18.158830978846222
17,11,14,-96.6402235817453
17,12,13,-27.691724727537807
17,12,23,-76.29050641379953
17,13,23,-69.95996326638425
17,14,16,-120.74963114174508
17,15,16,163.04415616404398
17,15,21,63.83120513788667
17,15,24,-204.98476886192995
17,16,17,32.60642510211385
17,16,19,-14.421307639815836
17,17,18,2.158620242624515
17,17,22,6.338397299490078
17,18,21,-21.95078731737682
17,19,20,-38.53071519981562
17,20,23,170.35987724018383
17,21,22,17.77101026050991
18,1,2,-55.89472053280703
18,1,3,-106.97603386000124
18,1,5,-47.405622087191176
18,2,4,-48.48330441049963
18,2,6,-32.08151986230739
18,3,9,67.96267766226156
18,3,24,-199.60881526226288
18,4,9,-73.1534081504996
18,5,10,-72.07572582719123
18,6,10,-56.751623602307426
18,7,8,35.329896259999984
18,8,9,-7.194991845737414
18,8,10,17.854784365737423
18,9,11,-21.478397343990302
18,9,12,-15.577428729985446
18,10,11,-70.77181870888298
18,10,12,-64.87085009487811
18,11,13,-17.72050224152935
18,11,14,-99.19981755134374
18,12,13,-28.121579273357234
18,12,23,-76.9968032915063
18,13,23,-70.51218525488679
18,14,16,-123.86992129134352
18,15,16,169.927024031226
18,15,21,65.81271572651181
18,15,24,-214.40984349773709
18,16,17,32.86769923348871
18,16,19,-11.480700233607138
18,17,18,1.8056533890209288
18,17,22,6.3919421044685505
18,18,21,-22.864450350980455
18,19,20,-36.150803973606926
18,20,23,172.17909228639317
18,21,22,18.278161635531433
19,1,2,-55.32352886139536
19,1,3,-108.03675989875157
19,1,5,-47.060221539852535
19,2,4,-48.45955524779889
19,2,6,-31.918962013596513
19,3,9,69.62254464932828
19,3,24,-202.71429294807993
19,4,9,-73.51454364779886
19,5,10,-72.11520993985258
19,6,10,-56.97395041359655
19,7,8,34.94501159999999
19,8,9,-7.7379657456685145
19,8,10,17.627988945668523
19,9,11,-21.415311120424374
19,9,12,-15.26964202371499
19,10,11,-71.33091445224491
19,10,12,-65.18524535553551
19,11,13,-17.4210773807122
19,11,14,-100.38013659195693
19,12,13,-28.25346471713904
19,12,23,-77.25641106211145
19,13,23,-70.72953049785147
19,14,16,-125.43512499195668
19,15,16,173.821553826289
19,15,21,67.03941992563182
19,15,24,-219.9159621519201
19,16,17,33.18053367436871
19,16,19,-9.849093240037305
19,17,18,1.6716395174948318
19,17,22,6.453905756874661
19,18,21,-23.383348882506567
19,19,20,-34.90408164003709
19,20,23,173.040929959963
19,21,22,18.60108264312532
20,1,2,-57.49308411998791
20,1,3,-105.45879044598529
20,1,5,-49.40731403402634
20,2,4,-49.491852353406095
20,2,6,-33.449024266581844
20,3,9,62.45280511302092
20,3,24,-193.3593880590063
20,4,9,-74.93964485340608
20,5,10,-74.85510653402636
20,6,10,-58.89681676658187
20,7,8,64.55220749999998
20,8,9,7.267565492389911
20,8,10,31.836849507610104
20,9,11,-17.771060013502066
20,9,12,-12.89600673449346
20,10,11,-66.1189597860033
20,10,12,-61.24390650699467
20,11,13,-17.139283938550754
20,11,14,-92.19852836095444
20,12,13,-25.7320774282319
20,12,23,-73.85562831325623
20,13,23,-68.31915386678284
20,14,16,-117.64632086095422
20,15,16,164.28468438790216
20,15,21,66.1187586530923
20,15,24,-209.85123554099374
20,16,17,35.67241134690822
20,16,19,-14.481840319961137
20,17,18,3.297183770618453
20,17,22,6.927435076290514
20,18,21,-22.15060872938288
20,19,20,-39.92963281996094
20,20,23,167.62257468003915
20,21,22,18.520357423709473
21,1,2,-58.026187832039284
21,1,3,-108.07775382627128
21,1,5,-49.83219282168899
21,2,4,-50.217864448298684
21,2,6,-33.76665562374062
21,3,9,65.18808886611028
21,3,24,-199.22417493238163
21,4,9,-76.17619668829866
21,5,10,-75.79052506168904
21,6,10,-59.72498786374065
21,7,8,64.04166775999997
21,8,9,6.426539423653805
21,8,10,31.656796096346184
21,9,11,-17.939273488477184
21,9,12,-12.580627150057678
21,10,11,-67.58784770375142
21,10,12,-62.22920136533193
21,11,13,-16.739616153030777
21,11,14,-94.74583727919766
21,12,13,-26.1847932075139
21,12,23,-74.5833675478757
21,13,23,-68.88274160054489
21,14,16,-120.70416951919744
21,15,16,170.86376656011947
21,15,21,67.97317002749976
21,15,24,-218.7952688276185
21,16,17,35.86015893250079
21,16,19,-11.658894131579629
21,17,18,2.935108151902792
21,17,22,6.966718540598761
21,18,21,-23.02322408809859
21,19,20,-37.617226371579434
21,20,23,169.42444138842066
21,21,22,18.991613699401224
22,1,2,-60.886840555092135
22,1,3,-105.89016679742774
22,1,5,-52.64473566747972
22,2,4,-51.60532919013089
22,2,6,-35.57034812496124
22,3,9,57.9971086259058
22,3,24,-190.17611218333363
22,4,9,-77.89416595013087
22,5,10,-78.93357242747976
22,6,10,-61.859184884961266
22,7,8,93.71116323999996
22,8,9,21.463941277899927
22,8,10,45.95838520210009
22,9,11,-14.422059168552426
22,9,12,-10.299893637773021
22,10,11,-62.62268720056011
22,10,12,-58.500521669780696
22,11,13,-16.505135255322656
22,11,14,-86.82844787378968
22,12,13,-23.77088500390232
22,12,23,-71.3183670636514
22,13,23,-66.56485701922517
22,14,16,-113.11728463378948
22,15,16,161.35187445393777
22,15,21,66.95932834272944
22,15,24,-208.6000395566665
22,16,17,38.1960186972711
22,16,19,-16.250265637123633
22,17,18,4.4968647286681716
22,17,22,7.4103172086036535
22,18,21,-21.791972031333138
22,19,20,-42.53910239712344
22,20,23,164.17206084287665
22,21,22,18.878519551396334
23,1,2,-61.285367757914074
23,1,3,-107.12530346481897
23,1,5,-52.94183048726654
23,2,4,-52.00712127306793
23,2,6,-35.77457251484614
23,3,9,59.1839304983942
23,3,24,-192.80555999321325
23,4,9,-78.50344730306789
23,5,10,-79.43815651726658
23,6,10,-62.270898544846176
23,7,8,93.50367396999995
23,8,9,21.10512016681345
23,8,10,45.90222777318655
23,9,11,-14.52591469440339
23,9,12,-10.18480797345715
23,10,11,-63.322130019936154
23,10,12,-58.981023298989896
23,11,13,-16.342355036326015
23,11,14,-88.00201570801333
23,12,13,-23.99401163059891
23,12,23,-71.66814567184812
23,13,23,-66.83269269692514
23,14,16,-114.49834173801314
23,15,16,164.2247909549245
23,15,21,67.74499739186231
23,15,24,-212.4661143767861
23,16,17,38.24030672813821
23,16,19,-15.010183541227704
23,17,18,4.323744133977925
23,17,22,7.4202365641610335
23,18,21,-22.172581896023402
23,19,20,-41.50650957122751
23,20,23,164.99716439877335
23,21,22,19.07608946583895
24,1,2,-61.33788797180037
24,1,3,-101.50148805545892
24,1,5,-53.810563752740194
24,2,4,-51.59063626115689
24,2,6,-36.38137595064349
24,3,9,49.88299459030544
24,3,24,-178.01860688576443
24,4,9,-78.22476050115687
24,5,10,-80.44468799274023
24,6,10,-63.015500190643515
24,7,8,123.36587575999994
24,8,9,36.703915329348675
24,8,10,60.027836190651335
24,9,11,-10.436466786356405
24,9,12,-7.835508035146653
24,10,11,-56.33371749197103
24,10,12,-53.73275874076128
24,11,13,-16.263756649462827
24,11,14,-77.1405518688644
24,12,13,-20.84821965842287
24,12,23,-67.35417135748504
24,13,23,-63.74610054788588
24,14,16,-103.77467610886423
24,15,16,149.37564782603928
24,15,21,65.57229410819753
24,15,24,-195.5820661742361
24,16,17,40.96420285180299
24,16,19,-21.99735537462874
24,17,18,6.394408631899008
24,17,22,7.935669979904665
24,18,21,-20.239715608102212
24,19,20,-48.631479614628574
24,20,23,157.734396145371
24,21,22,18.698454260095325
25,1,2,-59.650118340763555
25,1,3,-93.0891696765347
25,1,5,-53.455938452701325
25,2,4,-49.927669911840084
25,2,6,-36.21613463892348
25,3,9,38.492147756996246
25,3,24,-158.075003643531
25,4,9,-76.42135612184006
25,5,10,-79.94962466270137
25,6,10,-62.7098208489235
25,7,8,153.50631378999995
25,8,9,52.89671840649977
25,8,10,74.11590917350026
25,9,11,-5.972424006304401
25,9,12,-5.553752162039951
25,10,11,-47.72794719619449
25,10,12,-47.30927535193003
25,11,13,-16.405765786753484
25,11,14,-63.7882916257452
25,12,13,-17.14371889040447
25,12,23,-62.2129948335655
25,13,23,-60.04317088715811
25,14,16,-90.28197783574505
25,15,16,129.35387327210933
25,15,21,62.13375996436038
25,15,24,-171.98131944646906
25,16,17,43.8409848756401
25,16,19,-31.26277564927655
25,17,18,8.869409310325395
25,17,22,8.477889355315334
25,18,21,-17.624276899675696
25,19,20,-57.75646185927641
25,20,23,148.74985193072365
25,21,22,18.015796854684663
26,1,2,-65.94883735748249
26,1,3,-76.35859973045253
26,1,5,-60.589607472064614
26,2,4,-51.507452764342815
26,2,6,-40.72863747313963
26,3,9,5.1843880944704
26,3,24,-107.83024070492304
26,4,9,-77.79470564434281
26,5,10,-86.87686035206465
26,6,10,-67.01589035313967
26,7,8,273.7127471199999
26,8,9,115.47850884212954
26,8,10,131.94698539787046
26,9,11,11.76447633207981
26,9,12,4.8164620801770335
26,10,11,-20.642501967715514
26,10,12,-27.590516219618273
26,11,13,-16.679592202013403
26,11,14,-18.485686313622075
26,12,13,-4.432987249604947
26,12,23,-44.62831976983628
26,13,23,-47.39983233161841
26,14,16,-44.77293919362202
26,15,16,62.96285905449994
26,15,21,51.13625528057521
26,15,24,-135.78636721507453
26,16,17,54.01275623942523
26,16,19,-62.110089258547845
26,17,18,17.328250870874434
26,17,22,10.397252488551247
26,18,21,-8.959002009126316
26,19,20,-88.39734213854776
26,20,23,118.31540498145478
26,21,22,15.890000391448769
27,1,2,-73.95361488091976
27,1,3,-66.81564626453596
27,1,5,-68.56311838454401
27,2,4,-54.855589096716116
27,2,6,-45.78916997420363
27,3,9,-19.52176585009401
27,3,24,-73.98502460444203
27,4,9,-81.54673328671609
27,5,10,-95.25426257454401
27,6,10,-72.48031416420366
27,7,8,363.30885580999984
27,8,9,161.5553132951454
27,8,10,175.06239832485457
27,9,11,22.502624142764013
27,9,12,11.293045825571019
27,10,11,-4.076872143350073
27,10,12,-15.286450460543064
27,11,13,-16.436089897591938
27,11,14,8.170697707006127
27,12,13,3.3219693631746967
27,12,23,-34.00651818814674
27,13,23,-39.80526472441725
27,14,16,-18.520446482993883
27,15,16,26.89463774077054
27,15,21,45.966745174788095
27,15,24,-94.95252710555806
27,16,17,60.79783158521232
27,16,19,-79.11478451743605
27,17,18,22.425063948220803
27,17,22,11.68162344699183
27,18,21,-4.266080241779703
27,19,20,-105.80592870743602
27,20,23,100.50292710256404
27,21,22,15.009520743008192
28,1,2,-86.20212570379698
28,1,3,-48.38623536440305
28,1,5,-81.06214564179962
28,2,4,-59.502256737938794
28,2,6,-53.7030389958582
28,3,9,-62.929288427335734
28,3,24,-12.460116967067435
28,4,9,-86.50542676793879
28,5,10,-108.0653156717996
28,6,10,-80.70620902585821
28,7,8,512.9968299699998
28,8,9,239.01185252825894
28,8,10,246.98180741174107
28,9,11,40.658190739825194
28,9,12,21.915776563158946
28,10,11,24.97476343037469
28,10,12,6.232349253708451
28,11,13,-16.31433433888837
28,11,14,54.94411847908853
28,12,13,16.721139388470853
28,12,23,-15.576183601603471
28,13,23,-26.596364980417434
28,14,16,27.940948449088417
28,15,16,-38.65624433881075
28,15,21,35.91320471174393
28,15,24,-19.660130402932655
28,16,17,72.09947540825645
28,16,19,-109.81794132797891
28,17,18,31.278058278909093
